symbol,last_updated,country,region,name,exchange,currency,data_source,industry,sector,market_cap,revenue,profit_margin,operating_margin,return_on_equity,return_on_assets,forward_pe,trailing_pe,price_to_sales,price_to_book,enterprise_value,employees,website,revenue_annual,operating_income,net_income,ebitda,gross_profit,fiscal_year_end,total_assets,total_debt,total_equity,cash,current_assets,current_liabilities,current_ratio,completeness_score
ROL,2025-03-21T10:55:06.892867,Switzerland,Europe,Von Roll Holding AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DNAO,2025-03-21T10:55:06.954927,Finland,Europe,DNA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PEUP,2025-03-21T10:55:07.048615,Switzerland,Europe,Peugeot,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
IGG,2025-03-21T10:55:07.064335,United Kingdom,Europe,IG Group,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ZZb,2025-03-21T10:55:07.127803,Sweden,Europe,Zinzino AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
RWE,2025-03-21T10:55:07.174772,Italy,Europe,RWE AG ST,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
KGF,2025-03-21T10:55:07.221789,United Kingdom,Europe,Kingfisher,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FIR,2025-03-21T10:55:07.253208,Switzerland,Europe,FIR,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PMED,2025-03-21T10:55:07.253208,Sweden,Europe,Peptonic Medical,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
RLE,2025-03-21T10:55:07.316881,United Kingdom,Europe,Real Estate Investors,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GWMO,2025-03-21T10:55:07.427423,United Kingdom,Europe,Great Western Mining,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PVR1,2025-03-21T10:55:07.427423,Germany,Europe,Patagonia Gold,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
JFJ,2025-03-21T10:55:07.741749,United Kingdom,Europe,JPMorgan Japanese,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CSCO,2025-03-21T10:55:07.741749,Belgium,Europe,Cisco,Unknown,USD,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ADVr,2025-03-21T10:55:07.757798,Greece,Europe,Audio Visual,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALARF,2025-03-21T10:55:07.757798,France,Europe,Adeunis,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
JBHT,2025-03-21T10:55:07.757798,Austria,Europe,JB Hunt,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
XIL,2025-03-21T10:55:07.773511,France,Europe,Xilam,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
V,2025-03-21T10:55:07.820050,Austria,Europe,Visa A,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BIMOB,2025-03-21T10:55:07.820050,Sweden,Europe,Bimobject,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LEGn,2025-03-21T10:55:08.008030,Germany,Europe,LEG Immobilien AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MANGS,2025-03-21T10:55:08.054118,Sweden,Europe,Mangold AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NEM,2025-03-21T10:55:08.070116,Austria,Europe,Newmont Goldcorp,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AXP,2025-03-21T10:55:08.086118,Switzerland,Europe,American Express,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CDH1,2025-03-21T10:55:08.086118,Germany,Europe,Cedar Realty,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
INAn,2025-03-21T10:55:08.102120,Portugal,Europe,Inapa Inv NV,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NOKIA,2025-03-21T10:55:08.102120,Sweden,Europe,Nokia Oyj,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MONNA,2025-03-21T10:55:08.118122,Italy,Europe,Monnalisa,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CBHB,2025-03-21T10:55:08.382891,Belgium,Europe,Co.Br.Ha D,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SSCOM,2025-03-21T10:55:08.382891,Norway,Europe,Scottish Salmon,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALAMG,2025-03-21T10:55:08.398384,France,Europe,Auplata,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DURCb,2025-03-21T10:55:08.398384,Sweden,Europe,Duroc B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
O,2025-03-21T10:55:08.398384,Germany,Europe,Realty Income,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SWK,2025-03-21T10:55:08.428431,Germany,Europe,Stanley Black Decker,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
STID,2025-03-21T10:55:08.444436,France,Europe,Streit Mecanique,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
COB,2025-03-21T10:55:08.476156,United Kingdom,Europe,Cobham,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SDGI,2025-03-21T10:55:08.666808,France,Europe,Synergie,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ASWN,2025-03-21T10:55:08.682808,Switzerland,Europe,Asmallworld,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
R2RCy,2025-03-21T10:55:08.697808,Germany,Europe,Renren,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ELANb,2025-03-21T10:55:08.729814,Sweden,Europe,Elanders B,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BAES,2025-03-21T10:55:08.729814,United Kingdom,Europe,BAE Systems,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ASCNOK,2025-03-21T10:55:08.744993,Sweden,Europe,ABG Sundal Collier,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
RMM,2025-03-21T10:55:08.776991,United Kingdom,Europe,Rambler Metals&Mining,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CLL,2025-03-21T10:55:08.824997,United Kingdom,Europe,Cello,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
INWI,2025-03-21T10:55:08.968056,Sweden,Europe,Inwido,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LBTYK,2025-03-21T10:55:09.000054,Austria,Europe,Liberty Global C,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
RHMG,2025-03-21T10:55:09.015636,Austria,Europe,Rheinmetall AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BOND,2025-03-21T10:55:09.046988,France,Europe,Bonduelle,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
COTNE,2025-03-21T10:55:09.046988,Switzerland,Europe,Comet,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WPL,2025-03-21T10:55:09.062126,Switzerland,Europe,Woodside Petroleum,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ZIN,2025-03-21T10:55:09.110174,United Kingdom,Europe,Zinc Media Group,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ECRE,2025-03-21T10:55:09.204779,United Kingdom,Europe,ECR Minerals,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
URW,2025-03-21T10:55:09.252347,Italy,Europe,WFD Unibail Rodamco,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ABCA,2025-03-21T10:55:09.284355,United Kingdom,Europe,Abcam,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NCLH,2025-03-21T10:55:09.284355,Austria,Europe,Norwegian Cruise Line,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SBANKNOK,2025-03-21T10:55:09.332186,Sweden,Europe,Skandiabanken,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EIH,2025-03-21T10:55:09.379248,United Kingdom,Europe,EIH,Unknown,USD,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
3SM,2025-03-21T10:55:09.379248,Germany,Europe,AO Smith,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AEGN,2025-03-21T10:55:09.410613,Netherlands,Europe,Aegon,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AIR,2025-03-21T10:55:09.504293,Italy,Europe,Airbus Group,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CRWEN,2025-03-21T10:55:09.566050,Sweden,Europe,Crown Energy,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CBL,2025-03-21T10:55:09.612282,Germany,Europe,CBL & Associates,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MTTI,2025-03-21T10:55:09.628347,Italy,Europe,Mittel,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BERGb,2025-03-21T10:55:09.643704,Sweden,Europe,B&B Tools,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MAV,2025-03-21T10:55:09.674988,Sweden,Europe,Mavshack publ AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ADXN,2025-03-21T10:55:09.706224,Switzerland,Europe,Addex Therapeutics Ltd,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALEUP,2025-03-21T10:55:09.753990,France,Europe,Europlasma SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NFGAB,2025-03-21T10:55:09.785999,Sweden,Europe,Nordic Flanges,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SNR,2025-03-21T10:55:09.832304,United Kingdom,Europe,Senior,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ACPH,2025-03-21T10:55:09.895773,Belgium,Europe,Acacia Pharma,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
OERL,2025-03-21T10:55:09.927770,Switzerland,Europe,OC Oerlikon Corp,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ADBE,2025-03-21T10:55:09.943289,Austria,Europe,Adobe,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GAGV,2025-03-21T10:55:10.005216,Austria,Europe,Gurktaler AG VZ,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
REL,2025-03-21T10:55:10.021252,Netherlands,Europe,Relx,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TLGG,2025-03-21T10:55:10.052764,Austria,Europe,TLG Immobilien AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PUMG,2025-03-21T10:55:10.116374,Germany,Europe,Puma SE,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NEDP,2025-03-21T10:55:10.164096,Netherlands,Europe,Nedap,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EKTL,2025-03-21T10:55:10.164096,Spain,Europe,Euskaltel SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CHD,2025-03-21T10:55:10.258862,Germany,Europe,Church&Dwight,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LEOGn,2025-03-21T10:55:10.258862,Austria,Europe,Leoni AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AIRG,2025-03-21T10:55:10.323036,Germany,Europe,Airbus Group,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SAVOS,2025-03-21T10:55:10.323036,Sweden,Europe,Savo Solar Oy,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALALO,2025-03-21T10:55:10.371126,France,Europe,Acheter Louer,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SIPH,2025-03-21T10:55:10.387171,France,Europe,SIPH,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TYNN,2025-03-21T10:55:10.450050,France,Europe,Tayninh,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LAND,2025-03-21T10:55:10.529338,United Kingdom,Europe,Land Securities,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WWIBNOK,2025-03-21T10:55:10.529338,Sweden,Europe,Wilhelm Wilhelmsen B,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALNOR,2025-03-21T10:55:10.545380,Portugal,Europe,Nexponor Sociedade Especial Invest,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CLNBB,2025-03-21T10:55:10.622620,Italy,Europe,Cleanbnb,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PSSL,2025-03-21T10:55:10.685734,United Kingdom,Europe,Pollen Street,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
URU,2025-03-21T10:55:10.701372,United Kingdom,Europe,URU Metals,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
I9DN,2025-03-21T10:55:10.717250,Germany,Europe,Arbutus Biopharma,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AVT,2025-03-21T10:55:10.732756,Germany,Europe,Avnet,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SPIRA,2025-03-21T10:55:10.796037,Sweden,Europe,DalsSpira Mejeri AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALMED,2025-03-21T10:55:10.875944,France,Europe,Medicrea Int.,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BRIG,2025-03-21T10:55:10.907200,Sweden,Europe,Brighter publ AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WEBH,2025-03-21T10:55:10.953857,United Kingdom,Europe,Webis,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SRBANK,2025-03-21T10:55:11.033693,Norway,Europe,Sparebank 1Sr,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GPEP,2025-03-21T10:55:11.033693,France,Europe,GPE Group Pizzorno,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MSFT,2025-03-21T10:55:11.033693,Switzerland,Europe,Microsoft,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CLEME,2025-03-21T10:55:11.049702,Sweden,Europe,NC Lahega,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EIOF,2025-03-21T10:55:11.175558,Norway,Europe,Eidesvik Offshore,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MLPFX,2025-03-21T10:55:11.175558,France,Europe,Parfex,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
STBS,2025-03-21T10:55:11.191427,United Kingdom,Europe,Secure Trust Bank,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALREA,2025-03-21T10:55:11.238045,France,Europe,Realites,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
STORM,2025-03-21T10:55:11.301536,Norway,Europe,Storm Real,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALORD,2025-03-21T10:55:11.379458,France,Europe,Ordissimo,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
TSEM,2025-03-21T10:55:11.395527,Germany,Europe,Tower,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MTHH,2025-03-21T10:55:11.411528,Denmark,Europe,MT Hoejgaard,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WATURU,2025-03-21T10:55:11.474166,Denmark,Europe,Waturu,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PYHE,2025-03-21T10:55:11.505787,France,Europe,Haulotte,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AUCP,2025-03-21T10:55:11.552612,France,Europe,Augros,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PANGO,2025-03-21T10:55:11.583906,Spain,Europe,Pangaea Oncology,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALHX,2025-03-21T10:55:11.646885,Sweden,Europe,AlphaHelix Molecular,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BMTt,2025-03-21T10:55:11.678935,United Kingdom,Europe,TF & JH Braime,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NIBC,2025-03-21T10:55:11.694935,Netherlands,Europe,NIBC Holding,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BGBN,2025-03-21T10:55:11.726996,France,Europe,Bigben,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CNP,2025-03-21T10:55:11.791054,Germany,Europe,CenterPoint Energy,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ATCB,2025-03-21T10:55:11.837557,Netherlands,Europe,Altice NV B,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SPRINT,2025-03-21T10:55:11.869556,Sweden,Europe,Sprint Bioscience AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DWNG,2025-03-21T10:55:11.869556,Austria,Europe,Deutsche Wohnen,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DHG,2025-03-21T10:55:11.964214,Ireland,Europe,Dalata Hotel,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MAJE,2025-03-21T10:55:12.011090,United Kingdom,Europe,Majedie,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SBONOK,2025-03-21T10:55:12.011090,Sweden,Europe,Selvaag Bolig,Unknown,NOK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
G4U,2025-03-21T10:55:12.072020,Germany,Europe,Globe Metals & Mining,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
RR5,2025-03-21T10:55:12.135632,Germany,Europe,Range Resources Ltd,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
VGAS,2025-03-21T10:55:12.150922,United Kingdom,Europe,Volga Gas,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALFAA,2025-03-21T10:55:12.166371,Spain,Europe,Alfa,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FCMC,2025-03-21T10:55:12.242906,France,Europe,Ferm. Casino Mun. Canne,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALINN,2025-03-21T10:55:12.242906,France,Europe,Millet Innov.,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MASIA,2025-03-21T10:55:12.290160,Italy,Europe,Masi Agricola SpA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SY1G,2025-03-21T10:55:12.337762,Germany,Europe,Symrise AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BXP,2025-03-21T10:55:12.369533,Germany,Europe,Boston Properties,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALGLD,2025-03-21T10:55:12.449507,France,Europe,Gold By Gold,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CCK,2025-03-21T10:55:12.510532,Germany,Europe,Crown,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
STM,2025-03-21T10:55:12.510532,Italy,Europe,STMicroelectronics,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CL,2025-03-21T10:55:12.510532,Austria,Europe,Colgate-Palmolive,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SAF,2025-03-21T10:55:12.541689,France,Europe,Safran,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SGE,2025-03-21T10:55:12.557709,United Kingdom,Europe,Sage,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LAGA,2025-03-21T10:55:12.620440,Germany,Europe,Lagardere,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ZUGN,2025-03-21T10:55:12.652488,Switzerland,Europe,Zug Estates Holding AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EER,2025-03-21T10:55:12.778056,Germany,Europe,East Energy Resources,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DEI,2025-03-21T10:55:12.825356,Germany,Europe,Douglas Emmett,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ERYP,2025-03-21T10:55:12.841100,France,Europe,Erytech Pharma,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
FINr,2025-03-21T10:55:12.856836,Greece,Europe,Philippos Nakas SA,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DANT,2025-03-21T10:55:12.887876,Denmark,Europe,Dantax,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
M5ZG,2025-03-21T10:55:12.887876,Germany,Europe,Manz AG,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BOCH,2025-03-21T10:55:12.903258,United Kingdom,Europe,Bank of Cyprus,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SRS,2025-03-21T10:55:12.935316,Italy,Europe,Saras,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NOKy,2025-03-21T10:55:13.107470,Germany,Europe,Nokia ADR,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CARRA,2025-03-21T10:55:13.154944,Italy,Europe,Carraro,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AZNPy,2025-03-21T10:55:13.154944,Germany,Europe,AstraZeneca ADR,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DLTA,2025-03-21T10:55:13.170945,France,Europe,Delta Plus,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
NMAN,2025-03-21T10:55:13.202241,Sweden,Europe,Nederman,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MANTEX,2025-03-21T10:55:13.217399,Sweden,Europe,Mantex,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CRME,2025-03-21T10:55:13.248750,Austria,Europe,Salesforce.com,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MUVGn,2025-03-21T10:55:13.309846,Germany,Europe,Muench. Rueckvers.,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
WACGn,2025-03-21T10:55:13.450672,Switzerland,Europe,Wacker Neuson,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
GVNV,2025-03-21T10:55:13.450672,Netherlands,Europe,Grandvision BV,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ERIBR,2025-03-21T10:55:13.466736,Finland,Europe,LM Ericsson B,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CHBE,2025-03-21T10:55:13.498723,France,Europe,Beneteau,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CMBN,2025-03-21T10:55:13.498723,Switzerland,Europe,Cembra Money Bank AG,Unknown,CHF,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ACEL,2025-03-21T10:55:13.513892,Germany,Europe,Chubb,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
CBAV,2025-03-21T10:55:13.513892,Spain,Europe,Clinica Baviera,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HEMFpref,2025-03-21T10:55:13.608170,Sweden,Europe,Hemfosa Fastigheter Pref,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
HARBb,2025-03-21T10:55:13.766381,Denmark,Europe,Harboes Bryggeri B,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
DOXA,2025-03-21T10:55:13.782414,Sweden,Europe,Doxa AB,Unknown,SEK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
KLEEb,2025-03-21T10:55:13.798447,Denmark,Europe,Brd. Klee B,Unknown,DKK,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
BREI,2025-03-21T10:55:13.813991,United Kingdom,Europe,BMO Real Estate,Unknown,GBP,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ALTXC,2025-03-21T10:55:13.830502,France,Europe,Txcom,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
MA2,2025-03-21T10:55:13.862525,Germany,Europe,Macmahon Holdings,Unknown,EUR,investpy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
