symbol,name,country,exchange,currency,data_source
COME,Comer Industries,Italy,Unknown,EUR,investpy
SEIFT,Societa Editoriale Il,Italy,Unknown,EUR,investpy
CFM,CrowdFundMe,Italy,Unknown,EUR,investpy
NEXII,Nexi,Italy,Unknown,EUR,investpy
ANV,Antares Vision,Italy,Unknown,EUR,investpy
AAMM,Am,Italy,Unknown,EUR,investpy
ALCC,Alcon,Italy,Unknown,EUR,investpy
SIOO,Sirio,Italy,Unknown,EUR,investpy
IEG,Italian Exhibition Group,Italy,Unknown,EUR,investpy
ELES,Eles,Italy,Unknown,EUR,investpy
GBUSS,Gibus,Italy,Unknown,EUR,investpy
OS,Officina Stellare,Italy,Unknown,EUR,investpy
RLT,Relatech,Italy,Unknown,EUR,investpy
PTRN,Pattern,Italy,Unknown,EUR,investpy
SHE,Shedir Pharma,Italy,Unknown,EUR,investpy
CLNBB,Cleanbnb,Italy,Unknown,EUR,investpy
FCM,Friulchem,Italy,Unknown,EUR,investpy
RADIC,Radici Pietro,Italy,Unknown,EUR,investpy
FARMA,Farmae Srl,Italy,Unknown,EUR,investpy
CFVT,Confinvest,Italy,Unknown,EUR,investpy
IE,Iervolino,Italy,Unknown,EUR,investpy
COPE,Copernico,Italy,Unknown,EUR,investpy
WEBO,Websolute,Italy,Unknown,EUR,investpy
CYB,Cyberoo,Italy,Unknown,EUR,investpy
NWLF,Newlat Food,Italy,Unknown,EUR,investpy
ABIS,Arterra Bio,Italy,Unknown,EUR,investpy
MFTC,Matica Fintec,Italy,Unknown,EUR,investpy
ACS,ACS,Spain,Unknown,EUR,investpy
ABG,Abengoa,Spain,Unknown,EUR,investpy
A3M,Atresmedia,Spain,Unknown,EUR,investpy
ACX,Acerinox,Spain,Unknown,EUR,investpy
BBVA,BBVA,Spain,Unknown,EUR,investpy
BKT,Bankinter,Spain,Unknown,EUR,investpy
BME,BME,Spain,Unknown,EUR,investpy
ANA,Acciona,Spain,Unknown,EUR,investpy
CABK,Caixabank,Spain,Unknown,EUR,investpy
ENAG,Enagas,Spain,Unknown,EUR,investpy
FCC,FCC,Spain,Unknown,EUR,investpy
NTGY,Naturgy Energy,Spain,Unknown,EUR,investpy
SGREN,Gamesa,Spain,Unknown,EUR,investpy
GRLS,Grifols,Spain,Unknown,EUR,investpy
FER,Ferrovial,Spain,Unknown,EUR,investpy
REE,Red Electrica,Spain,Unknown,EUR,investpy
ITX,Inditex,Spain,Unknown,EUR,investpy
REP,Repsol,Spain,Unknown,EUR,investpy
IBE,Iberdrola,Spain,Unknown,EUR,investpy
IDR,Indra A,Spain,Unknown,EUR,investpy
MAP,Mapfre,Spain,Unknown,EUR,investpy
TEF,Telefonica,Spain,Unknown,EUR,investpy
TL5,Mediaset,Spain,Unknown,EUR,investpy
SCYR,Sacyr,Spain,Unknown,EUR,investpy
SABE,B. Sabadell,Spain,Unknown,EUR,investpy
SAN,Santander,Spain,Unknown,EUR,investpy
COL,Inmobiliaria Colonial,Spain,Unknown,EUR,investpy
TRE,Tecnicas Reunidas,Spain,Unknown,EUR,investpy
OHL,OHL,Spain,Unknown,EUR,investpy
ICAG,IAG,Spain,Unknown,EUR,investpy
EBRO,Ebro Foods,Spain,Unknown,EUR,investpy
ELE,Endesa,Spain,Unknown,EUR,investpy
AMA,Amadeus,Spain,Unknown,EUR,investpy
BKIA,Bankia,Spain,Unknown,EUR,investpy
DIDA,DIA,Spain,Unknown,EUR,investpy
VTSG,Vertice 360 Grados,Spain,Unknown,EUR,investpy
ROVI,Laborat.Rovi,Spain,Unknown,EUR,investpy
GALQ,General Alquiler Maquinaria,Spain,Unknown,EUR,investpy
SLRS,Solaria,Spain,Unknown,EUR,investpy
AI,Airtificial Intelligence,Spain,Unknown,EUR,investpy
ALNTA,Alantra Partners,Spain,Unknown,EUR,investpy
ALB,Alba SA,Spain,Unknown,EUR,investpy
PRS,Promotora Informaciones,Spain,Unknown,EUR,investpy
MEL,Melia Hotels,Spain,Unknown,EUR,investpy
GSJ,Empresarial San Jose,Spain,Unknown,EUR,investpy
NXTE,Nueva Expresion,Spain,Unknown,EUR,investpy
ADXR,Audax Renovables,Spain,Unknown,EUR,investpy
MCM,Miquel Cost.,Spain,Unknown,EUR,investpy
GCO,Grupo Catalana Occidente,Spain,Unknown,EUR,investpy
SPSL,Service P.S.,Spain,Unknown,EUR,investpy
ENC,ENCE,Spain,Unknown,EUR,investpy
CAF,Construcciones y Auxiliar,Spain,Unknown,EUR,investpy
UBS,Urbas Grupo,Spain,Unknown,EUR,investpy
ISUR,Inmobiliaria del Sur,Spain,Unknown,EUR,investpy
QBT,Quabit,Spain,Unknown,EUR,investpy
LGT,Lingotes,Spain,Unknown,EUR,investpy
IBG,Iberpapel Gestion,Spain,Unknown,EUR,investpy
BRIO,Bodegas Riojanas,Spain,Unknown,EUR,investpy
ADZ,Adolfo Dominguez,Spain,Unknown,EUR,investpy
RLIA,Realia,Spain,Unknown,EUR,investpy
IBES,Nyesa Valores,Spain,Unknown,EUR,investpy
CBAV,Clinica Baviera,Spain,Unknown,EUR,investpy
RDM,Reno De Medici,Spain,Unknown,EUR,investpy
NEA,Nicolas Correa,Spain,Unknown,EUR,investpy
CIEA,Cie Automotive,Spain,Unknown,EUR,investpy
RTA4,Renta 4 Banco,Spain,Unknown,EUR,investpy
RJFE,Laboratorio Reig Jofre,Spain,Unknown,EUR,investpy
EZEN,Grupo Ezentis SA,Spain,Unknown,EUR,investpy
MDF,Duro Felguera,Spain,Unknown,EUR,investpy
ZOT,Zardoya Otis,Spain,Unknown,EUR,investpy
BDL,Baron De Ley,Spain,Unknown,EUR,investpy
MTBA,Montebalito,Spain,Unknown,EUR,investpy
MVC,Metrovacesa,Spain,Unknown,EUR,investpy
NHH,NH Hoteles,Spain,Unknown,EUR,investpy
FAE,Faes Farma,Spain,Unknown,EUR,investpy
TUR,Tubos Reunid,Spain,Unknown,EUR,investpy
PVA,Pescanova,Spain,Unknown,EUR,investpy
GRLSbn,Grifols Pref,Spain,Unknown,EUR,investpy
BIOS,Biosearch,Spain,Unknown,EUR,investpy
VIS,Viscofan,Spain,Unknown,EUR,investpy
PSG,Prosegur,Spain,Unknown,EUR,investpy
ALM,Almirall,Spain,Unknown,EUR,investpy
VOC,Vocento,Spain,Unknown,EUR,investpy
VID,Vidrala,Spain,Unknown,EUR,investpy
CCMC,Empresarial Materiales,Spain,Unknown,EUR,investpy
TUBA,Tubacex,Spain,Unknown,EUR,investpy
REN,Renta Corp,Spain,Unknown,EUR,investpy
FLUI,Fluidra,Spain,Unknown,EUR,investpy
ENOR,Elecnor,Spain,Unknown,EUR,investpy
AZK,Azkoyen,Spain,Unknown,EUR,investpy
APAM,Aperam,Spain,Unknown,EUR,investpy
SNCE,Sniace,Spain,Unknown,EUR,investpy
ECR,Ercros,Spain,Unknown,EUR,investpy
CDRE,Codere,Spain,Unknown,EUR,investpy
NATR,Natra,Spain,Unknown,EUR,investpy
APE,Amper,Spain,Unknown,EUR,investpy
AIR,Airbus Group,Spain,Unknown,EUR,investpy
PRIM,Prim,Spain,Unknown,EUR,investpy
OLEO,Deoleo,Spain,Unknown,EUR,investpy
MTS,ArcelorMittal,Spain,Unknown,EUR,investpy
ABGek,Abengoa B,Spain,Unknown,EUR,investpy
LBK,Liberbank,Spain,Unknown,EUR,investpy
EBI,Ebioss Energy,Spain,Unknown,EUR,investpy
YENT,Entre Cua Socimi,Spain,Unknown,EUR,investpy
PETR4,PETROBRAS PN,Spain,Unknown,EUR,investpy
AMXL,America Movil,Spain,Unknown,EUR,investpy
BRPO,BRADESPAR ON,Spain,Unknown,EUR,investpy
BRPP,BRADESPAR PN,Spain,Unknown,EUR,investpy
BRKM3,BRASKEM PNA,Spain,Unknown,EUR,investpy
CPLE6,COPEL PNB,Spain,Unknown,EUR,investpy
ELTO,ELETROBRAS ON,Spain,Unknown,EUR,investpy
ELTB,ELETROBRAS PNB,Spain,Unknown,EUR,investpy
PETR3,PETROBRAS ON,Spain,Unknown,EUR,investpy
USIO,USIMINAS ON,Spain,Unknown,EUR,investpy
USIM5,USIMINAS PNA,Spain,Unknown,EUR,investpy
VALO,VALE ON,Spain,Unknown,EUR,investpy
ALFAA,Alfa,Spain,Unknown,EUR,investpy
ELEKTRA,Grupo Elektra,Spain,Unknown,EUR,investpy
XNOR,Grupo Financiero Banorte,Spain,Unknown,EUR,investpy
TVAZ,TV Azteca Cpo,Spain,Unknown,EUR,investpy
BBAR,BBVA Banco Frances,Spain,Unknown,EUR,investpy
CMIG4,CEMIG PN,Spain,Unknown,EUR,investpy
BBDC,BRADESCO PN EJ N1,Spain,Unknown,EUR,investpy
GGBR4,GERDAU PN N1,Spain,Unknown,EUR,investpy
VOLB,Volcan Cmp Min,Spain,Unknown,EUR,investpy
IKM,1nkemia IUCT SA,Spain,Unknown,EUR,investpy
ABBO,Ab-Biotics S.A.,Spain,Unknown,EUR,investpy
ALC,Altia Consultores S.A.,Spain,Unknown,EUR,investpy
ADLB,ADL Bionatur,Spain,Unknown,EUR,investpy
CATN,Catenon S.A.,Spain,Unknown,EUR,investpy
EESP,Euroespes S.A.,Spain,Unknown,EUR,investpy
EUWT,Eurona Wireless Telecom S.A.,Spain,Unknown,EUR,investpy
GRIE,Grino Ecologic S.A.,Spain,Unknown,EUR,investpy
MASM,Masmovil Ibercom,Spain,Unknown,EUR,investpy
IMGI,Imaginarium S.A.,Spain,Unknown,EUR,investpy
MEDC,Medcom Tech S.A.,Spain,Unknown,EUR,investpy
NEUB,Neuron Bio S.A.,Spain,Unknown,EUR,investpy
SECU,Secuoya Grupo de Comunicacion S.A.,Spain,Unknown,EUR,investpy
EDRE,eDreams Odigeo SA,Spain,Unknown,EUR,investpy
LRES,Lar Espana Real Estate SOCIMI SA,Spain,Unknown,EUR,investpy
APPS,Applus Services SA,Spain,Unknown,EUR,investpy
MRL,Merlin Properties SA,Spain,Unknown,EUR,investpy
FACE,Facephi Biometria SA,Spain,Unknown,EUR,investpy
LOG,Logista,Spain,Unknown,EUR,investpy
CRBHO,Cerbium,Spain,Unknown,EUR,investpy
HMR,Home Meal,Spain,Unknown,EUR,investpy
AENA,Aena,Spain,Unknown,EUR,investpy
YURO,Uro Property Holdings,Spain,Unknown,EUR,investpy
NBIB,NBI Bearings Europe,Spain,Unknown,EUR,investpy
NTH,Naturhouse Health SA,Spain,Unknown,EUR,investpy
CLNX,Cellnex Telecom,Spain,Unknown,EUR,investpy
TLGO,Talgo,Spain,Unknown,EUR,investpy
EKTL,Euskaltel SA,Spain,Unknown,EUR,investpy
YFID,Fidere Patrimonio SOCIMI SA,Spain,Unknown,EUR,investpy
GREG,Grenergy Renovables SA,Spain,Unknown,EUR,investpy
INC,Inclam CO2 SA,Spain,Unknown,EUR,investpy
YTRA,Trajano Iberia Socimi SA,Spain,Unknown,EUR,investpy
LLN,Lleidanetworks Serveis Telematics,Spain,Unknown,EUR,investpy
YARE,Autonomy Spain Real Estate Socimi S,Spain,Unknown,EUR,investpy
YOSO,Obsido Socimi SA,Spain,Unknown,EUR,investpy
PHMR,Pharma Mar,Spain,Unknown,EUR,investpy
GIGAH,Gigas Hosting SA,Spain,Unknown,EUR,investpy
NEOL,Neol Biosolutions SA,Spain,Unknown,EUR,investpy
AGIL,Agile Content SA,Spain,Unknown,EUR,investpy
YZBL,Zambal Spain Socimi SA,Spain,Unknown,EUR,investpy
ORY,Oryzon Genomics,Spain,Unknown,EUR,investpy
TQT,Tecnoquark Trust SA,Spain,Unknown,EUR,investpy
CLRE,Clerhp Estructuras,Spain,Unknown,EUR,investpy
YPR3,Corpfin Capital Prime Retail III,Spain,Unknown,EUR,investpy
DOMI,Global Dominion,Spain,Unknown,EUR,investpy
PQR,Parques Reunidos,Spain,Unknown,EUR,investpy
YABA,Jaba I Inversiones,Spain,Unknown,EUR,investpy
YSCI,Silvercode Investments,Spain,Unknown,EUR,investpy
CCEP,Coca-Cola European,Spain,Unknown,EUR,investpy
YAST,Asturias Retail,Spain,Unknown,EUR,investpy
YVIT,Vitruvio Real Estate,Spain,Unknown,EUR,investpy
YISC,Isc Fresh Water,Spain,Unknown,EUR,investpy
YQUO,Quonia SOCIMI,Spain,Unknown,EUR,investpy
ATRY,Atrys Health,Spain,Unknown,EUR,investpy
VOZ,Voztelecom Oigaa360,Spain,Unknown,EUR,investpy
YGMP,GMP Property,Spain,Unknown,EUR,investpy
YORS,Optimum Re Spain,Spain,Unknown,EUR,investpy
CMM,CommCenter,Spain,Unknown,EUR,investpy
ECG,ECG,Spain,Unknown,EUR,investpy
CLE,Clever Global,Spain,Unknown,EUR,investpy
MONIB,Mondo TV,Spain,Unknown,EUR,investpy
PANGO,Pangaea Oncology,Spain,Unknown,EUR,investpy
YVBA,VBARE Iberian Properties,Spain,Unknown,EUR,investpy
YORE,Ores Socimi,Spain,Unknown,EUR,investpy
CASHP,Prosegur Cash,Spain,Unknown,EUR,investpy
HOME,Neinor Homes,Spain,Unknown,EUR,investpy
GEST,Gestamp Automocion,Spain,Unknown,EUR,investpy
YOVA,Optimum III Value Added,Spain,Unknown,EUR,investpy
ELZZ,Asturiana de Laminados,Spain,Unknown,EUR,investpy
UNI,Unicaja Banco,Spain,Unknown,EUR,investpy
YGGC,GGC,Spain,Unknown,EUR,investpy
YNUM,Numulae Gestion de Servicios,Spain,Unknown,EUR,investpy
BAINS,Borges Agricultural,Spain,Unknown,EUR,investpy
YAML,AM Locales Property,Spain,Unknown,EUR,investpy
YGOP,Grupo Ortiz,Spain,Unknown,EUR,investpy
YDOM,Domo Activos,Spain,Unknown,EUR,investpy
AEDAS,Aedas Homes,Spain,Unknown,EUR,investpy
NTX,Netex Knowledge,Spain,Unknown,EUR,investpy
GRN,Greenalia,Spain,Unknown,EUR,investpy
YPSNA,Prevision Sanitaria,Spain,Unknown,EUR,investpy
YSPS,Student Properties,Spain,Unknown,EUR,investpy
YHAB,Heref Habaneras,Spain,Unknown,EUR,investpy
RBT,Robot,Spain,Unknown,EUR,investpy
YTEM,Tempore Properties,Spain,Unknown,EUR,investpy
YSRR,Serrano 61 Desarrollo,Spain,Unknown,EUR,investpy
YAP67,Ap67 Socimi,Spain,Unknown,EUR,investpy
TR1,Tier1,Spain,Unknown,EUR,investpy
YTOR,Torbel Investmentד,Spain,Unknown,EUR,investpy
YQPQ,Quid Pro Quo Alquiler,Spain,Unknown,EUR,investpy
YEXR,Excem Socimi,Spain,Unknown,EUR,investpy
YCPS,Castellana Properties,Spain,Unknown,EUR,investpy
YTST,Testa Residencial,Spain,Unknown,EUR,investpy
BKY,Berkeley Energy,Spain,Unknown,EUR,investpy
ALQ,Alquiber Quality,Spain,Unknown,EUR,investpy
YGOB,Go Madrid Benz,Spain,Unknown,EUR,investpy
ARM,Arima Real Estate,Spain,Unknown,EUR,investpy
EATP,Amrest,Spain,Unknown,EUR,investpy
YATO,Atom Hoteles,Spain,Unknown,EUR,investpy
SPK,Solarpack,Spain,Unknown,EUR,investpy
YARP,Arrienda Rental,Spain,Unknown,EUR,investpy
YVIV,Vivenio Residencial,Spain,Unknown,EUR,investpy
YAC1,Almagro Capital,Spain,Unknown,EUR,investpy
YPARK,Inmobiliaria Park Rose,Spain,Unknown,EUR,investpy
YEPS,Euripo Properties,Spain,Unknown,EUR,investpy
PROE,Proeduca Altus,Spain,Unknown,EUR,investpy
YMRE,Meridia RE III,Spain,Unknown,EUR,investpy
IFFE,Iffe Futura,Spain,Unknown,EUR,investpy
CEV,Viviendas en Alquiler,Spain,Unknown,EUR,investpy
YMHRE,Millenium Hotels,Spain,Unknown,EUR,investpy
INGA,ING Groep,Netherlands,Unknown,EUR,investpy
RDSa,Royal Dutch Shell A,Netherlands,Unknown,EUR,investpy
HEIN,Heineken,Netherlands,Unknown,EUR,investpy
AEGN,Aegon,Netherlands,Unknown,EUR,investpy
PHG,Philips,Netherlands,Unknown,EUR,investpy
ARBN,Amsterdam Commodities,Netherlands,Unknown,EUR,investpy
RDSb,Royal Dutch Shell B,Netherlands,Unknown,EUR,investpy
HOLCO,Holland Colours,Netherlands,Unknown,EUR,investpy
URW,WFD Unibail Rodamco,Netherlands,Unknown,EUR,investpy
ASMI,ASM,Netherlands,Unknown,EUR,investpy
RAND,Randstad,Netherlands,Unknown,EUR,investpy
FUGRc,Fugro,Netherlands,Unknown,EUR,investpy
CORB,Corbion,Netherlands,Unknown,EUR,investpy
VASN,Vastned Retail,Netherlands,Unknown,EUR,investpy
AMG,AMG,Netherlands,Unknown,EUR,investpy
WLSNc,Wolters Kluwer,Netherlands,Unknown,EUR,investpy
SBMO,SBM Offshore,Netherlands,Unknown,EUR,investpy
ORDN,Ordina,Netherlands,Unknown,EUR,investpy
AKZO,Akzo Nobel,Netherlands,Unknown,EUR,investpy
VOPA,Vopak,Netherlands,Unknown,EUR,investpy
TOM2,TomTom,Netherlands,Unknown,EUR,investpy
DSMN,Koninklijke DSM,Netherlands,Unknown,EUR,investpy
BSWSc,Koninklijke Wessanen,Netherlands,Unknown,EUR,investpy
KARD,Kardan NV,Netherlands,Unknown,EUR,investpy
AD,Ahold Delhaize,Netherlands,Unknown,EUR,investpy
MT,ArcelorMittal,Netherlands,Unknown,EUR,investpy
BINCK,Binckbank,Netherlands,Unknown,EUR,investpy
KPN,Koninklijke KPN,Netherlands,Unknown,EUR,investpy
BAMN,BAM Groep,Netherlands,Unknown,EUR,investpy
ASML,ASML Holding,Netherlands,Unknown,EUR,investpy
NSTEc,NSI,Netherlands,Unknown,EUR,investpy
AALB,Aalberts Industries,Netherlands,Unknown,EUR,investpy
WEHA,Wereldhave,Netherlands,Unknown,EUR,investpy
ARDS,Arcadis,Netherlands,Unknown,EUR,investpy
BRUN,Brunel,Netherlands,Unknown,EUR,investpy
BOSN,Boskalis Westminster,Netherlands,Unknown,EUR,investpy
HLAN,Hal Trust,Netherlands,Unknown,EUR,investpy
HEIJ,Heijmans,Netherlands,Unknown,EUR,investpy
SVEL,Kendrion,Netherlands,Unknown,EUR,investpy
PHAR,Pharming Group,Netherlands,Unknown,EUR,investpy
ACCG,Accell,Netherlands,Unknown,EUR,investpy
SIPFc,Eurocommercial Properties,Netherlands,Unknown,EUR,investpy
HUDN,Hunter Douglas,Netherlands,Unknown,EUR,investpy
LVIDE,Lavide,Netherlands,Unknown,EUR,investpy
CTAN,CTAC,Netherlands,Unknown,EUR,investpy
BETR,Beter Bed,Netherlands,Unknown,EUR,investpy
SNOW,SnowWorld NV,Netherlands,Unknown,EUR,investpy
TWKNc,TKH Group,Netherlands,Unknown,EUR,investpy
KASNc,KAS Bank,Netherlands,Unknown,EUR,investpy
BESI,BE Semiconductor,Netherlands,Unknown,EUR,investpy
NEDP,Nedap,Netherlands,Unknown,EUR,investpy
AJAX,Ajax,Netherlands,Unknown,EUR,investpy
ICTA,ICT Group,Netherlands,Unknown,EUR,investpy
BRIL,Brill,Netherlands,Unknown,EUR,investpy
ORANW,Oranjewoud NV,Netherlands,Unknown,EUR,investpy
VLAN,Van Lanschot,Netherlands,Unknown,EUR,investpy
ROON,Roodmicrotec,Netherlands,Unknown,EUR,investpy
DGB,DGB Group,Netherlands,Unknown,EUR,investpy
NEWN,Neways Electronics,Netherlands,Unknown,EUR,investpy
EAS2P,Ease2pay,Netherlands,Unknown,EUR,investpy
ARTN,Stern Groep,Netherlands,Unknown,EUR,investpy
YATRA,Yatra Capital,Netherlands,Unknown,EUR,investpy
REL,Relx,Netherlands,Unknown,EUR,investpy
DPA,DPA Group,Netherlands,Unknown,EUR,investpy
PHLX,Inverko,Netherlands,Unknown,EUR,investpy
NEDSE,NedSense,Netherlands,Unknown,EUR,investpy
APAM,Aperam,Netherlands,Unknown,EUR,investpy
PTNL,PostNL,Netherlands,Unknown,EUR,investpy
HYDRA,Hydratec,Netherlands,Unknown,EUR,investpy
TFG,Tetragon,Netherlands,Unknown,EUR,investpy
IEX,Iex Group,Netherlands,Unknown,EUR,investpy
GLPG,Galapagos,Netherlands,Unknown,EUR,investpy
ACCS,Accsys,Netherlands,Unknown,EUR,investpy
ANDP,AND,Netherlands,Unknown,EUR,investpy
ATRS,Atrium Ltd,Netherlands,Unknown,EUR,investpy
BGHL,Boussard Gavaudan,Netherlands,Unknown,EUR,investpy
ESPE,Esperite,Netherlands,Unknown,EUR,investpy
NSEN,New Sources Energy,Netherlands,Unknown,EUR,investpy
SLIGR,Sligro Food,Netherlands,Unknown,EUR,investpy
ARCPF,Arcona Property,Netherlands,Unknown,EUR,investpy
TIEH,Tie Holding,Netherlands,Unknown,EUR,investpy
CCEP,Coca-Cola European,Netherlands,Unknown,EUR,investpy
PRCF,Porceleyne Fles,Netherlands,Unknown,EUR,investpy
CLB,Core Laboratories,Netherlands,Unknown,EUR,investpy
NOVI,Novisource,Netherlands,Unknown,EUR,investpy
AAA,AP Alternative Asset,Netherlands,Unknown,USD,investpy
MORE,HeadFirst Source,Netherlands,Unknown,EUR,investpy
BEVA,Bever Holding NV,Netherlands,Unknown,EUR,investpy
VALU8,Value8,Netherlands,Unknown,EUR,investpy
ECT,Eurocastle Investment,Netherlands,Unknown,EUR,investpy
HEIO,Heineken,Netherlands,Unknown,EUR,investpy
OCI,OCI NV,Netherlands,Unknown,EUR,investpy
TBIRD,Thunderbird Resorts,Netherlands,Unknown,USD,investpy
VTA,Volta Finance,Netherlands,Unknown,EUR,investpy
PSH,Pershing Square,Netherlands,Unknown,USD,investpy
VVY,Vivoryon Therapeutics,Netherlands,Unknown,EUR,investpy
NN,NN Group NV,Netherlands,Unknown,EUR,investpy
IMCD,IMCD NV,Netherlands,Unknown,EUR,investpy
THXLE,Theta Legends,Netherlands,Unknown,EUR,investpy
BOLS,Lucas Bols,Netherlands,Unknown,EUR,investpy
GVNV,Grandvision BV,Netherlands,Unknown,EUR,investpy
FLOW,Flow Traders NV,Netherlands,Unknown,EUR,investpy
KDS,Kiadis Pharma,Netherlands,Unknown,EUR,investpy
ATCA,Altice,Netherlands,Unknown,EUR,investpy
INTER,Intertrust Group Holding SA,Netherlands,Unknown,EUR,investpy
RNTO,Robeco Global,Netherlands,Unknown,EUR,investpy
ABNd,ABN AMRO,Netherlands,Unknown,EUR,investpy
CURE,Curetis NV,Netherlands,Unknown,EUR,investpy
ATCB,Altice NV B,Netherlands,Unknown,EUR,investpy
SIFG,Sif Holding NV,Netherlands,Unknown,EUR,investpy
LIGHT,Signify,Netherlands,Unknown,EUR,investpy
FFARM,ForFarmers,Netherlands,Unknown,EUR,investpy
ASRNL,ASR Nederland,Netherlands,Unknown,EUR,investpy
BFIT,Basic Fit,Netherlands,Unknown,EUR,investpy
ENVI,Envipco,Netherlands,Unknown,EUR,investpy
RBEN,Robeco Global Stars,Netherlands,Unknown,EUR,investpy
RLIN,Rolinco,Netherlands,Unknown,EUR,investpy
UNA,Unilever NV,Netherlands,Unknown,EUR,investpy
TKWY,Takeaway Com,Netherlands,Unknown,EUR,investpy
AVTX,Avantium,Netherlands,Unknown,EUR,investpy
VON,VEON,Netherlands,Unknown,EUR,investpy
KVW,Koninklijke Volker Wessels Stevin,Netherlands,Unknown,EUR,investpy
NRP,NEPI Rockcastle,Netherlands,Unknown,EUR,investpy
REINA,Reinet Invest,Netherlands,Unknown,EUR,investpy
PREVA_p,Value8 Pref,Netherlands,Unknown,EUR,investpy
DSC1,Dutch Star Companies ONE NV,Netherlands,Unknown,EUR,investpy
ALFEN,Alfen Beheer,Netherlands,Unknown,EUR,investpy
BSGR,B&S Group,Netherlands,Unknown,EUR,investpy
NIBC,NIBC Holding,Netherlands,Unknown,EUR,investpy
ADYEN,Adyen,Netherlands,Unknown,EUR,investpy
FASTN,Fastned BV,Netherlands,Unknown,EUR,investpy
MAREL,Marel hf,Netherlands,Unknown,EUR,investpy
PRX,Prosus,Netherlands,Unknown,EUR,investpy
ALHGR,Hoffmann Green,Netherlands,Unknown,EUR,investpy
CMCOM,Cm,Netherlands,Unknown,EUR,investpy
CSGN,Credit Suisse,Switzerland,Unknown,CHF,investpy
ADEN,Adecco N,Switzerland,Unknown,CHF,investpy
CFR,Richemont,Switzerland,Unknown,CHF,investpy
BAER,Julius Baer,Switzerland,Unknown,CHF,investpy
ABBN,ABB,Switzerland,Unknown,CHF,investpy
LHN,LafargeHolcim,Switzerland,Unknown,CHF,investpy
BALN,Baloise Holding,Switzerland,Unknown,CHF,investpy
LOGN,Logitech,Switzerland,Unknown,CHF,investpy
CLN,Clariant,Switzerland,Unknown,CHF,investpy
ZURN,Zurich Insurance Group,Switzerland,Unknown,CHF,investpy
UHR,Swatch I,Switzerland,Unknown,CHF,investpy
SLHN,Swiss Life Holding,Switzerland,Unknown,CHF,investpy
NOVN,Novartis,Switzerland,Unknown,CHF,investpy
NESN,Nestle,Switzerland,Unknown,CHF,investpy
SRENH,Swiss Re,Switzerland,Unknown,CHF,investpy
ROG,Roche Holding Participation,Switzerland,Unknown,CHF,investpy
LONN,Lonza Group,Switzerland,Unknown,CHF,investpy
SCMN,Swisscom,Switzerland,Unknown,CHF,investpy
SGSN,SGS,Switzerland,Unknown,CHF,investpy
KURN,Kuros Biosciences,Switzerland,Unknown,CHF,investpy
OERL,OC Oerlikon Corp,Switzerland,Unknown,CHF,investpy
RIGN,Transocean,Switzerland,Unknown,CHF,investpy
BASFZ,BASF,Switzerland,Unknown,CHF,investpy
SIEGn,Siemens AG,Switzerland,Unknown,CHF,investpy
DANO,Danone,Switzerland,Unknown,CHF,investpy
GE,General Electric,Switzerland,Unknown,CHF,investpy
GEBN,Geberit,Switzerland,Unknown,CHF,investpy
AMS,AMS,Switzerland,Unknown,CHF,investpy
BEAN,Belimo Holding,Switzerland,Unknown,CHF,investpy
VALN,Valora Holding,Switzerland,Unknown,CHF,investpy
BUCN,Bucher Industries,Switzerland,Unknown,CHF,investpy
RIEN,Rieter Holding,Switzerland,Unknown,CHF,investpy
ALLN,Allreal Holding,Switzerland,Unknown,CHF,investpy
FHZN,Flughafen Zurich,Switzerland,Unknown,CHF,investpy
KOMN,Komax Holding,Switzerland,Unknown,CHF,investpy
IFCN,Inficon Holding,Switzerland,Unknown,CHF,investpy
MOBN,Mobimo Hldg,Switzerland,Unknown,CHF,investpy
ASCN,Ascom Holding AG,Switzerland,Unknown,CHF,investpy
DOKA,Dorma Kaba Holding,Switzerland,Unknown,CHF,investpy
TECN,Tecan Group,Switzerland,Unknown,CHF,investpy
BOS,Bossard Holding AG,Switzerland,Unknown,CHF,investpy
VONN,Vontobel Holding,Switzerland,Unknown,CHF,investpy
EMMN,Emmi AG,Switzerland,Unknown,CHF,investpy
BCVN,Banque Cantonale,Switzerland,Unknown,CHF,investpy
EMSN,Ems Chemie Hld,Switzerland,Unknown,CHF,investpy
EVE,Evolva Holding,Switzerland,Unknown,CHF,investpy
IMPN,Implenia,Switzerland,Unknown,CHF,investpy
SCHN,Schindler Holding,Switzerland,Unknown,CHF,investpy
DAE,Daetwyl I,Switzerland,Unknown,CHF,investpy
KARN,Kardex,Switzerland,Unknown,CHF,investpy
ARBNO,Arbonia,Switzerland,Unknown,CHF,investpy
ZEHN,Zehnder,Switzerland,Unknown,CHF,investpy
COPN,COSMO Pharma,Switzerland,Unknown,CHF,investpy
BION,BB Biotech,Switzerland,Unknown,CHF,investpy
SIKA,Sika,Switzerland,Unknown,CHF,investpy
SPSN,Swiss Prime Site,Switzerland,Unknown,CHF,investpy
BARN,Barry Callebaut,Switzerland,Unknown,CHF,investpy
LISN,Lindt & Spruengli,Switzerland,Unknown,CHF,investpy
HELN,Helvetia,Switzerland,Unknown,CHF,investpy
PSPN,PSP Swiss Property,Switzerland,Unknown,CHF,investpy
PGHN,Partners Group,Switzerland,Unknown,CHF,investpy
SCHP,Schindler Ps,Switzerland,Unknown,CHF,investpy
